Official Name State,Official Name Suburb,latitude,longitude
New South Wales,Jilliby,-33.21728639,151.360603
New South Wales,Kangaroobie,-33.16840733,149.0544625
New South Wales,Kanimbla (NSW),-33.63231188,150.2123875
New South Wales,Keerrong,-28.71697817,153.2699274
New South Wales,Kerrabee,-32.46856468,150.3028615
New South Wales,Kiama,-34.67372179,150.8440019
New South Wales,Kikoira,-33.65741753,146.6603669
New South Wales,Laffing Waters,-33.37065985,149.6213207
New South Wales,Lake Haven,-33.24444203,151.503115
New South Wales,Lavadia,-29.71461691,153.0692053
New South Wales,Lewinsbrook,-32.43673808,151.5990939
New South Wales,Lords Hill,-36.96619016,149.1744229
New South Wales,Maffra (NSW),-36.54097163,148.9728061
New South Wales,Malabugilmah,-29.22028886,152.6262247
New South Wales,Mangrove Mountain,-33.32151722,151.1837244
New South Wales,McCullys Gap,-32.20694513,151.0008245
New South Wales,Merrylands West,-33.8370626,150.968063
New South Wales,Miller,-33.92121254,150.8784064
New South Wales,Millers Point,-33.85999909,151.2043415
New South Wales,Morton,-35.41282881,150.3104141
New South Wales,Mulla,-31.82074073,147.3396042
New South Wales,Mullion,-35.14358634,148.875035
New South Wales,Murulla,-31.83620585,150.8689169
New South Wales,Nashua,-28.72709069,153.4650835
New South Wales,Nattai,-34.05931215,150.4459484
New South Wales,Niangala,-31.4434338,151.4535735
New South Wales,Nobbys Creek,-28.29353885,153.3384076
New South Wales,North Sydney,-33.83664487,151.2085693
New South Wales,Nullica,-37.06701151,149.7704056
New South Wales,Oakdale (NSW),-34.07808639,150.5066049
New South Wales,Oakhampton Heights,-32.70906477,151.5504121
New South Wales,Ophir,-33.13679567,149.2458955
New South Wales,Orchard Hills,-33.80829254,150.7304393
New South Wales,Oyster Bay,-34.00387014,151.0800988
New South Wales,Palm Beach (NSW),-33.59846731,151.3256662
New South Wales,Parramatta,-33.81414908,151.0059501
New South Wales,Peakhurst,-33.96132987,151.0560307
New South Wales,Penrith,-33.74545888,150.6937298
New South Wales,Pointer Mountain,-35.22986075,150.3632527
New South Wales,Quandialla,-34.01583083,147.7747367
New South Wales,Raby,-34.0183993,150.8176681
New South Wales,Rankin Park,-32.92559474,151.6819407
New South Wales,Rankins Springs,-33.82311827,146.1633006
New South Wales,Ropes Crossing,-33.7287115,150.7771581
New South Wales,Rosedale (NSW),-35.81656576,150.2128805
New South Wales,Sackville North,-33.48522035,150.9052481
New South Wales,Sandbar,-32.37867358,152.5236064
New South Wales,Shallow Bay,-32.22388406,152.4162889
New South Wales,South Hurstville,-33.97744647,151.1054005
New South Wales,Spring Grove,-28.82891227,153.1336698
New South Wales,St Peters (NSW),-33.91586141,151.1762963
New South Wales,Stonehenge (NSW),-29.83447353,151.7237813
New South Wales,Summer Island,-30.98688294,152.9660159
New South Wales,Telopea,-33.79397104,151.0405164
New South Wales,Teridgerie,-30.91199278,148.7983578
New South Wales,Terry Hie Hie,-29.7851059,150.1607398
New South Wales,The Channon,-28.67591823,153.2774522
New South Wales,The Gap (Wagga Wagga - NSW),-34.95423215,147.2127834
New South Wales,Tichborne,-33.23124513,148.0730829
New South Wales,Tomewin,-28.25505924,153.3747161
New South Wales,Torryburn (Uralla - NSW),-30.44578227,151.2037071
New South Wales,Tumbi Umbi,-33.37586461,151.4336421
New South Wales,Twelve Mile Creek,-32.63985658,151.8739048
New South Wales,Tyalgum,-28.35979696,153.2295868
New South Wales,Uralla (NSW),-30.65590328,151.5124525
New South Wales,Urangeline East,-35.49480397,146.6884331
New South Wales,Verges Creek,-31.08675757,152.8974796
New South Wales,Wean,-30.70750489,150.2728035
New South Wales,West Bungawalbin,-29.13263981,153.1189277
New South Wales,Whalan,-33.75593032,150.8048634
New South Wales,Wild Cattle Creek,-30.1463707,152.7468808
New South Wales,Wirrimah,-34.1129582,148.4204133
New South Wales,Wolumla,-36.80997505,149.813514
New South Wales,Wombat,-34.43483591,148.2310866
New South Wales,Woolwich,-33.84192736,151.1717709
New South Wales,Woy Woy,-33.50403425,151.2901106
New South Wales,Yarrahapinni,-30.82100277,152.9486551
New South Wales,Yarrow,-35.4644286,149.3094846
New South Wales,Yellow Rock (Blue Mountains - NSW),-33.69624106,150.6338511
New South Wales,Yerranderie,-34.15279283,150.2704259
New South Wales,Yorklea,-28.93682867,153.0697086
New South Wales,Yullundry,-32.86000269,148.6694156
Victoria,Anglesea,-38.38081203,144.1542872
Victoria,Archdale Junction,-36.88551302,143.5149014
Victoria,Aubrey,-36.22621084,142.218117
Victoria,Bagshot North,-36.5863672,144.4137551
Victoria,Barunah Park,-38.00432707,143.824974
Victoria,Bendoc,-37.20845893,148.8940253
Victoria,Bolton,-34.96251017,142.9332073
Victoria,Boorcan,-38.22862284,143.0149113
Victoria,Boweya,-36.2747704,146.1205597
Victoria,Bradvale,-37.78671753,143.3697131
Victoria,Brighton East,-37.91728784,145.0166692
Victoria,Buffalo,-38.67052454,146.0146869
Victoria,Caniambo,-36.46505623,145.5981009
Victoria,Cann River,-37.58903235,149.1588538
Victoria,Capel Sound,-38.37210628,144.8740724
Victoria,Caulfield,-37.88404185,145.0263365
Victoria,Cheshunt South,-36.92142538,146.4222057
Victoria,Colac West,-38.33255532,143.5432257
Victoria,Corio,-38.06720017,144.3749299
Victoria,Croydon North,-37.77185893,145.2838703
Victoria,Dandenong South,-38.02796892,145.2208478
Victoria,Deans Marsh,-38.40255129,143.9023975
Victoria,Dederang,-36.48226382,147.0005094
Victoria,Docker,-36.50949758,146.3665805
Victoria,Drouin East,-38.11914411,145.890779
Victoria,Dundonnell,-37.88754077,142.9686717
Victoria,Elwood,-37.88079344,144.9854858
Victoria,Ercildoune,-37.41496087,143.5891457
Victoria,Fairley,-35.68319038,143.8130868
Victoria,Genoa,-37.48238441,149.5437553
Victoria,Goughs Bay,-37.14854668,146.0637087
Victoria,Gowanbrae,-37.70409096,144.8967936
Victoria,Homerton,-38.13471887,141.809433
Victoria,Jam Jerrup,-38.33035151,145.5372198
Victoria,Jarrahmond,-37.66149283,148.4019751
Victoria,Jumbuk,-38.40003792,146.423854
Victoria,Keilor East,-37.73937495,144.8575758
Victoria,Keilor North,-37.68156776,144.7928934
Victoria,Kilmany,-38.12183419,146.9203908
Victoria,Konongwootong,-37.48051953,141.6695523
Victoria,Koondrook,-35.64364238,144.1094178
Victoria,Kyneton South,-37.28590937,144.4363817
Victoria,Lake Fyans,-37.13501808,142.6261892
Victoria,Lake Powell,-34.72212782,142.9361096
Victoria,Lauriston,-37.25201508,144.3548671
Victoria,Lima East,-36.81216148,145.9650554
Victoria,Long Forest,-37.65585002,144.5068866
Victoria,Manifold Heights,-38.13761241,144.3337007
Victoria,Maroona,-37.42865168,142.8629147
Victoria,Mepunga,-38.45796259,142.6758444
Victoria,Merino,-37.72836726,141.5481019
Victoria,Mitchell Park (Vic.),-37.5069335,143.7798591
Victoria,Mitre,-36.72378066,141.7905572
Victoria,Mitta Mitta,-36.63120255,147.3982056
Victoria,Modella,-38.17685773,145.7235983
Victoria,Morrisons,-37.7667016,144.1180092
Victoria,Mount Alfred,-36.00068148,147.6312316
Victoria,Murrumbeena,-37.89672015,145.0700882
Victoria,Nandaly,-35.31191607,142.6795897
Victoria,Nariel Valley,-36.50697902,147.839961
Victoria,Niddrie,-37.7397992,144.884836
Victoria,Nilma,-38.16957672,145.9731327
Victoria,Nyah West,-35.18348563,143.3357313
Victoria,Ombersley,-38.20260596,143.8146107
Victoria,Pakenham South,-38.13835602,145.4986232
Victoria,Pental Island,-35.40338524,143.6910622
Victoria,Perry Bridge,-37.99109773,147.2744463
Victoria,Plumpton (Vic.),-37.6645162,144.6626991
Victoria,Pound Creek,-38.61588757,145.8382502
Victoria,Pyalong,-37.11357228,144.8588918
Victoria,Ravenhall,-37.77531221,144.7364685
Victoria,Raywood,-36.51752897,144.1850361
Victoria,Red Hill (Vic.),-38.36354278,145.0160941
Victoria,Rippleside,-38.12379879,144.3557554
Victoria,Rochester (Vic.),-36.36140214,144.6805487
Victoria,Rokewood,-37.92720305,143.7482447
Victoria,Sailors Hill,-37.3612502,144.1253536
Victoria,Shelley (Vic.),-36.2030691,147.554211
Victoria,South Purrumbete,-38.34368476,143.2135748
Victoria,St Arnaud East,-36.62609512,143.3255703
Victoria,Stradbroke,-38.27738983,147.0343251
Victoria,Strathewen,-37.53852634,145.2702919
Victoria,Swan Marsh,-38.37531204,143.3515227
Victoria,Sydenham (Vic.),-37.6997293,144.7653388
Victoria,Tarraville,-38.62637728,146.7427941
Victoria,Tennyson (Vic.),-36.28762701,144.352039
Victoria,Terrick Terrick,-36.12014086,144.2632364
Victoria,Toolamba West,-36.48358794,145.2688983
Victoria,Toorongo,-37.77551305,146.0869087
Victoria,Trawool,-37.12090205,145.239049
Victoria,Traynors Lagoon,-36.58340934,142.9824524
Victoria,Tuerong,-38.29868259,145.0968003
Victoria,Tungamah,-36.16165741,145.8755727
Victoria,Tyabb,-38.26522913,145.1869908
Victoria,Tyntynder South,-35.27593919,143.5132884
Victoria,Upotipotpon,-36.50191166,145.7786632
Victoria,Vasey,-37.33360078,141.8922072
Victoria,W Tree,-37.33766018,148.2934063
Victoria,Walhalla,-37.93398206,146.4743509
Victoria,Wallan,-37.40814235,144.9639077
Victoria,Waratah Bay,-38.80235231,146.0583756
Victoria,Warrabkook,-37.98381202,142.0734193
Victoria,Warrion,-38.22514168,143.5572252
Victoria,Watchem,-36.15161157,142.8752028
Victoria,Watsons Creek (Vic.),-37.66165001,145.2622742
Victoria,Weeaproinah,-38.63388326,143.4949156
Victoria,Westmeadows,-37.67502473,144.8935757
Victoria,Willow Grove,-38.07312491,146.1643569
Victoria,Winnindoo,-38.07707016,146.7542379
Victoria,Wollert,-37.59094977,145.0050155
Victoria,Woodfield,-37.05615509,145.786533
Victoria,Woorinen,-35.26705121,143.4690925
Victoria,Yandoit,-37.20230211,144.1051703
Victoria,Yarraberb,-36.57460676,144.0639655
Victoria,Yarrambat,-37.63752122,145.1347252
Victoria,Yeo,-38.36761697,143.6466182
Queensland,Almaden,-17.39133205,144.6726581
Queensland,Aloomba,-17.13578834,145.8710191
Queensland,Banksia Beach,-27.04025217,153.1437337
Queensland,Barron,-16.86503027,145.7110715
Queensland,Basalt (Qld),-19.75154323,145.3891962
Queensland,Biarra,-27.20318245,152.3003902
Queensland,Blairmore,-25.80196151,151.903997
Queensland,Bloomfield,-16.00362613,145.2600741
Queensland,Branch Creek,-25.3925345,151.4284754
Queensland,Bulwer,-27.07907817,153.3693977
Queensland,Calgoa,-25.87129296,152.2328559
Queensland,Callemondah,-23.84334752,151.213052
Queensland,Charters Towers City,-20.07684961,146.2602418
Queensland,Chatsworth (Qld),-26.14074579,152.6094459
Queensland,Chuwar,-27.55665816,152.7759992
Queensland,Coal Creek,-27.18011408,152.4333978
Queensland,Colosseum,-24.43310054,151.5671514
Queensland,Cooyar,-26.96538862,151.8341443
Queensland,Cowan Cowan,-27.12512754,153.3670673
Queensland,Dalby,-27.15332701,151.2617449
Queensland,Danbulla,-17.15812859,145.6257012
Queensland,Dargal Road,-26.5555233,148.7227217
Queensland,Dykehead,-25.6489105,151.060076
Queensland,East Brisbane,-27.48366322,153.0469569
Queensland,East Cooyar,-27.03219195,151.8683202
Queensland,Elbow Valley,-28.40622962,152.157721
Queensland,Elgin Vale,-26.43534791,152.2037676
Queensland,Eli Waters,-25.27602046,152.8040076
Queensland,Eungella Dam,-21.1654408,148.4003098
Queensland,Euramo,-18.00503888,145.8966148
Queensland,Felton,-27.79773198,151.758348
Queensland,Fitzroy Island,-16.93280325,145.9939605
Queensland,Gayndah,-25.62043555,151.6361925
Queensland,Gilberton (Etheridge - Qld),-19.27799055,143.6923322
Queensland,Giru,-19.4813727,147.1249445
Queensland,Glen Cairn,-27.60350919,152.3243171
Queensland,Gurulmundi,-26.40631781,150.1315071
Queensland,Haly Creek,-26.68812207,151.733839
Queensland,Howitt,-17.18670747,141.5367894
Queensland,Ironpot (Livingstone - Qld),-23.26139789,150.6014563
Queensland,Isis Central,-25.1941916,152.1765157
Queensland,Jimna,-26.68672521,152.5202997
Queensland,Kaban,-17.50979144,145.3868884
Queensland,Karragarra Island,-27.6385577,153.3719656
Queensland,Karumba,-17.48818956,140.8723009
Queensland,Lawgi Dawes,-24.60375442,150.7809684
Queensland,Lockyer (Qld),-27.50761391,152.0708992
Queensland,Loganlea,-27.67694052,153.132592
Queensland,Maaroom,-25.58760931,152.8667503
Queensland,Macfarlane,-24.88867705,146.0086825
Queensland,Marmor,-23.70498749,150.7389154
Queensland,Marshlands,-26.15461631,151.7482935
Queensland,Meadowvale,-24.82154286,152.2386955
Queensland,Menzies (Qld),-20.71809346,139.4971816
Queensland,Mimosa (Qld),-24.26827192,149.6090348
Queensland,Miriam Vale,-24.33213955,151.5650183
Queensland,Moogerah,-28.11179045,152.5054073
Queensland,Moondooner,-26.24342743,152.0210945
Queensland,Mount Garnet,-17.65210518,145.0849335
Queensland,Mount Surprise,-18.21739915,144.3571357
Queensland,Mount Tabor,-28.22043595,152.0633108
Queensland,Mount Walker (Qld),-27.77541737,152.5483474
Queensland,Munruben,-27.74816182,153.0321969
Queensland,Murrumba Downs,-27.26768949,153.0105986
Queensland,Nangwee,-27.52934874,151.2982335
Queensland,Nome,-19.36246027,146.9467407
Queensland,Oakhurst (Qld),-25.51003648,152.6243651
Queensland,Ormeau Hills,-27.79899854,153.2340643
Queensland,Pacific Paradise,-26.62374574,153.0750628
Queensland,Palm Cove,-16.74847951,145.6647588
Queensland,Pinevale,-21.33002761,148.8191851
Queensland,Pinnacle (Qld),-21.21387633,148.6854167
Queensland,Port Of Brisbane,-27.3749151,153.1788052
Queensland,Ravenshoe,-17.61693043,145.5026765
Queensland,Regents Park (Qld),-27.67666911,153.0416642
Queensland,Riverview (Qld),-27.59148359,152.8417027
Queensland,Rubyanna,-24.81585685,152.391646
Queensland,Shelly Beach (Townsville - Qld),-19.18444769,146.7537236
Queensland,Sunnybank,-27.57814159,153.0599147
Queensland,Tarramba,-24.62683669,150.2639296
Queensland,Thangool,-24.57745632,150.570942
Queensland,The Narrows (Qld),-23.62761825,150.9497379
Queensland,Thinoomba,-25.59545004,152.4610615
Queensland,Tiaro,-25.7319542,152.5998576
Queensland,Toko,-22.90799243,138.5823854
Queensland,Upper Daradgee,-17.51900597,145.9564089
Queensland,Victory Heights (Qld),-26.17495658,152.6924762
Queensland,Wakerley,-27.48226155,153.158361
Queensland,Wangaratta (Qld),-19.83076155,147.457746
Queensland,Warana,-26.72274407,153.1268947
Queensland,Winya,-26.95298023,152.5795051
Queensland,Woodbine (Qld),-27.77571925,152.2032999
Queensland,Wooderson,-24.09908801,151.0763997
Queensland,Woolloongabba,-27.49298572,153.0367921
Queensland,Wyaga,-28.19276607,150.6329307
Queensland,Yangan,-28.19861202,152.202691
Queensland,Yelarbon,-28.55702932,150.6683839
South Australia,Ascot Park,-34.98811649,138.5610086
South Australia,Banksia Park,-34.81027087,138.727244
South Australia,Barna,-33.17448654,136.7049662
South Australia,Barossa Goldfields,-34.65693989,138.8186764
South Australia,Beaumont (SA),-34.94999048,138.6594368
South Australia,Blackford,-36.77802889,140.0459709
South Australia,Brady Creek,-33.97023077,138.9946156
South Australia,Burra Eastern Districts,-33.63749348,139.2470294
South Australia,Caltowie,-33.20063865,138.4912713
South Australia,Chapman Bore,-35.11539428,139.5487277
South Australia,Clements Gap,-33.50708022,138.0626013
South Australia,Compton,-37.81506896,140.6755357
South Australia,Cunningham (SA),-34.44302106,137.823463
South Australia,D'Estrees Bay,-35.95399667,137.584711
South Australia,Deepwater (SA),-36.13413222,139.819186
South Australia,Dowlingville,-34.34646078,137.9288808
South Australia,Ebenezer (SA),-34.41760351,139.0200329
South Australia,Echunga,-35.09808667,138.8028769
South Australia,Edillilie,-34.41993116,135.6694643
South Australia,Enfield (SA),-34.86077798,138.6054288
South Australia,Eudunda,-34.17222948,139.1012097
South Australia,Evanston Park,-34.62902566,138.7485611
South Australia,Everard Central,-33.92512373,138.3160282
South Australia,Frahns,-34.88758397,139.3627804
South Australia,Fulham Gardens,-34.91490249,138.5132322
South Australia,Furner,-37.39382573,140.3396862
South Australia,German Flat,-37.78392125,140.4198285
South Australia,Glenelg (SA),-34.98068416,138.5149694
South Australia,Glenelg South,-34.98821622,138.5151659
South Australia,Goolwa Beach,-35.51312145,138.7625436
South Australia,Grange (SA),-34.89560073,138.4976408
South Australia,Hahndorf,-35.03365768,138.8092105
South Australia,Hansborough,-34.26257757,139.0646799
South Australia,Henley Beach,-34.91587026,138.4991191
South Australia,Hornsdale,-33.03978264,138.510255
South Australia,Jervois,-35.2653197,139.3933144
South Australia,Kappawanta,-33.66219597,135.3208609
South Australia,Lincoln National Park,-34.88158955,135.9515393
South Australia,Lobethal,-34.89979129,138.8738795
South Australia,Maylands (SA),-34.91125245,138.6367037
South Australia,Moorak,-37.87318989,140.6880287
South Australia,Mosquito Hill,-35.41775036,138.6861707
South Australia,Mount Light,-37.00369176,140.7902804
South Australia,Mundoo Island,-35.54367732,138.9319053
South Australia,Mundulla,-36.38552244,140.6741714
South Australia,Netley,-34.94936912,138.5492081
South Australia,New Well,-34.37343815,139.9041167
South Australia,Panorama,-35.00073235,138.5973804
South Australia,Parrakie,-35.48148214,140.2758351
South Australia,Pata,-34.57292001,140.5409872
South Australia,Pimbaacla,-32.33934427,134.4526667
South Australia,Port Kenny,-33.1531309,134.6739495
South Australia,Puntabie,-32.23659822,134.1122782
South Australia,Pyap,-34.43744074,140.4412187
South Australia,Ramco,-34.16735125,139.9275352
South Australia,Salisbury South,-34.78276581,138.6429328
South Australia,Sleaford,-34.85923964,135.6701441
South Australia,Smoky Bay,-32.39662423,133.9870228
South Australia,St Johns,-34.37385084,138.9506893
South Australia,Stokes Bay,-35.66142366,137.1770311
South Australia,Stone Hut,-33.10924749,138.2740928
South Australia,Struan,-37.09590056,140.7690951
South Australia,Swanport,-35.1543989,139.3040543
South Australia,Taylorville,-34.11934457,139.9577662
South Australia,The Range (SA),-35.23916341,138.6214738
South Australia,Thevenard,-32.14566062,133.6536315
South Australia,Tieyon,-26.88830203,134.3155365
South Australia,Tootenilla,-34.64442278,135.7898888
South Australia,Whyte Yarcowie,-33.23770052,138.8672081
South Australia,Willunga Hill,-35.30708504,138.5874565
South Australia,Witera,-33.15041605,134.5708689
South Australia,Wunkar,-34.48959132,140.2726107
South Australia,Yalpara,-32.49973761,138.8245377
South Australia,Yorketown,-34.97881134,137.5962355
Western Australia,Anketell,-32.21868662,115.8654002
Western Australia,Beechboro,-31.86803104,115.9378198
Western Australia,Boyatup,-33.68816977,123.103345
Western Australia,Boyerine,-33.49598992,117.3661235
Western Australia,Broome,-17.95975685,122.2341438
Western Australia,Buniche,-33.00389218,118.7724181
Western Australia,Carnamah,-29.7243526,115.8837103
Western Australia,Cold Harbour,-31.87340891,116.8356531
Western Australia,Collanilling,-33.23775079,117.5335915
Western Australia,Coomalbidgup,-33.71234389,121.2569045
Western Australia,Coonabidgee,-31.36542698,115.8485964
Western Australia,Cowaramup,-33.85863359,115.0905101
Western Australia,Crooked Brook,-33.47001199,115.7965132
Western Australia,Cue,-27.44846788,117.8876557
Western Australia,Donnelly River,-34.08950652,115.9528667
Western Australia,Donnybrook (WA),-33.55795296,115.8156868
Western Australia,Eneabba,-29.82401354,115.2597962
Western Australia,Etmilyn,-32.7677894,116.1418399
Western Australia,Glen Mervyn,-33.52619418,116.0712189
Western Australia,Golden Bay,-32.42501737,115.7609683
Western Australia,Hamersley,-31.85105503,115.812505
Western Australia,Henty (WA),-33.378096,115.8310649
Western Australia,Jarrahdale,-32.35617292,116.1420718
Western Australia,Julimar,-31.46465997,116.2527314
Western Australia,Kennedy Range,-24.55668647,114.8101525
Western Australia,Kingsford (WA),-24.86394887,113.6955307
Western Australia,Kununoppin,-31.11290762,117.9170334
Western Australia,Lake Camm,-32.93856348,119.6652194
Western Australia,Lake King,-33.09897951,119.6613874
Western Australia,Lake Wells,-27.17436077,123.3784039
Western Australia,Ludlow,-33.60865801,115.5041468
Western Australia,Madura,-31.91357035,127.0232315
Western Australia,Manning,-32.01336191,115.8696816
Western Australia,Minnivale,-31.05625858,117.1780778
Western Australia,Minyirr,-17.98302208,122.202325
Western Australia,Mokine,-31.7489546,116.5743988
Western Australia,Mornington (WA),-33.16881832,116.0410315
Western Australia,Mount Lindesay (WA),-34.81837524,117.3740454
Western Australia,Mueller Ranges,-18.00335369,126.8356402
Western Australia,Murchison (WA),-26.49834513,116.0205366
Western Australia,Murdong,-33.75650757,117.5597883
Western Australia,Narrogin Valley,-32.9634713,117.2505862
Western Australia,Nirimba (WA),-32.67576875,115.7326577
Western Australia,North Fremantle,-32.03714473,115.7471683
Western Australia,North Moulyinning,-33.12348848,117.9123837
Western Australia,North West Cape,-21.90293878,114.0836535
Western Australia,Nugadong,-30.2019167,116.7156659
Western Australia,Seville Grove,-32.13603759,115.9897581
Western Australia,Shotts,-33.38490927,116.2625123
Western Australia,Smith Brook,-34.36920714,116.1984461
Western Australia,South Tammin,-31.72676582,117.4912777
Western Australia,Stratham,-33.46947381,115.5973474
Western Australia,Tampu,-30.19417964,117.804621
Western Australia,Tanami (WA),-20.33011386,127.615957
Western Australia,Tenterden (WA),-34.39584783,117.4359945
Western Australia,Tom Price,-22.6873496,117.7876567
Western Australia,Waikiki,-32.31620414,115.7654049
Western Australia,Watheroo,-30.26736388,116.1181652
Western Australia,Wattoning,-30.75500196,118.2123385
Western Australia,Wedgefield,-20.361215,118.5960072
Western Australia,Wellington Mill,-33.46271105,115.9110201
Western Australia,Wembley,-31.93310885,115.8178226
Western Australia,West Perth,-31.94546207,115.8461979
Western Australia,William Bay,-35.00116141,117.2041051
Western Australia,Withers,-33.36804678,115.6304978
Western Australia,Wongan Hills,-30.83346558,116.6943044
Western Australia,Woodlands (WA),-31.90819504,115.7924765
Western Australia,Youndegin,-31.79252962,117.2650335
Tasmania,Beaumaris (Tas.),-41.41591878,148.2614433
Tasmania,Black River (Tas.),-40.87068743,145.3228946
Tasmania,Bridgenorth,-41.38249274,146.9666853
Tasmania,Bridgewater (Tas.),-42.72510707,147.2307935
Tasmania,Bridport,-41.0293102,147.3724986
Tasmania,Cape Barren Island,-40.41286192,148.2229374
Tasmania,Derwent Park,-42.83392058,147.2982379
Tasmania,Kelso (Tas.),-41.10278588,146.7747313
Tasmania,Kempton,-42.52460628,147.2124352
Tasmania,Montrose (Tas.),-42.82996063,147.2497486
Tasmania,Mooreville,-41.10177621,145.8690583
Tasmania,Parklands (Tas.),-41.04744649,145.8921676
Tasmania,Perth (Tas.),-41.6087161,147.2077615
Tasmania,Primrose Sands,-42.8858096,147.6695037
Tasmania,Selbourne,-41.43420974,146.8755191
Tasmania,Sorell Creek,-42.78566896,147.1187703
Tasmania,Stonehenge (Tas.),-42.40924667,147.6431133
Tasmania,Taranna,-43.06045399,147.8658528
Tasmania,Tiberias,-42.43198836,147.3602342
Tasmania,Toiberry,-41.62300862,147.0362757
Tasmania,Upper Natone,-41.23624675,145.8807094
Tasmania,Wesley Vale,-41.18983168,146.4421986
Tasmania,West Ulverstone,-41.14923544,146.1187458
Tasmania,Wingaroo,-39.8421152,147.9703663
Northern Territory,Angurugu,-13.98121251,136.4611857
Northern Territory,Daly Waters,-16.26202442,133.3790862
Northern Territory,East Point,-12.41159686,130.8298909
Northern Territory,Elrundie,-12.48568626,130.9459628
Northern Territory,Lambells Lagoon,-12.58240715,131.2402893
Northern Territory,Marrara,-12.40043278,130.892984
Northern Territory,Moil,-12.38845949,130.8808694
Northern Territory,Ngukurr,-14.73252635,134.7441086
Northern Territory,Nhulunbuy,-12.19993497,136.7680434
Australian Capital Territory,ACT Remainder - Rendezvous Creek,-35.7082875,148.9629012
Australian Capital Territory,Barton,-35.30723919,149.1405681
Australian Capital Territory,Casey,-35.16705611,149.0946683
Australian Capital Territory,Fyshwick,-35.32170354,149.1708871
Australian Capital Territory,Gilmore (ACT),-35.41515741,149.1382724
Australian Capital Territory,Hawker (ACT),-35.24702492,149.0365776
Australian Capital Territory,Symonston,-35.34890063,149.1599756
New South Wales,Angus,-33.68221713,150.8341831
New South Wales,Arcadia (NSW),-33.61073964,151.0670641
New South Wales,Arding,-30.57008381,151.5215017
New South Wales,Ariah Park,-34.31079027,147.1971208
New South Wales,Balgowlah,-33.79475396,151.2619119
New South Wales,Bamarang,-34.90432922,150.5187894
New South Wales,Bangalee (NSW),-34.84428439,150.5515317
New South Wales,Banksmeadow,-33.95755068,151.2132374
New South Wales,Bara,-32.57248049,149.8300454
New South Wales,Barcoongere,-29.90027346,153.2024732
New South Wales,Barden Ridge,-34.03410731,151.0039906
New South Wales,Barratta (NSW),-35.18921051,144.5298487
New South Wales,Barretts Creek,-29.36403747,152.7507906
New South Wales,Barry (Tamworth Regional - NSW),-31.5999065,151.283779
New South Wales,Belmore,-33.91901409,151.0893593
New South Wales,Berkshire Park,-33.67281231,150.7752611
New South Wales,Berrico,-32.08705885,151.7979474
New South Wales,Bexley North,-33.94204018,151.1145718
New South Wales,Blackmans Flat,-33.3380247,150.0648968
New South Wales,Blaxlands Ridge,-33.47377679,150.7968153
New South Wales,Blayney,-33.54314216,149.2571757
New South Wales,Bombira,-32.57185734,149.6052527
New South Wales,Boorga,-34.01992732,146.0087932
New South Wales,Borenore,-33.23362943,148.9603244
New South Wales,Branxton,-32.63750699,151.359053
New South Wales,Brocklesby,-35.81259474,146.6643463
New South Wales,Broken Head,-28.72938848,153.5917849
New South Wales_South Australia,Broken Hill,-32.32125149,141.5515026
New South Wales,Bruie Plains,-32.8212217,147.8774025
New South Wales,Bungawalbin,-29.10745295,153.1994313
New South Wales,Burragate,-37.00343332,149.6447693
New South Wales,Byangum,-28.35834375,153.3617485
New South Wales,Byron Bay,-28.64764118,153.6016586
New South Wales,Camberwell (NSW),-32.49001489,151.0856214
New South Wales,Canyonleigh,-34.50394744,150.1401924
New South Wales,Carramar (NSW),-33.88453516,150.963523
New South Wales,Castlecrag,-33.80065592,151.2197262
New South Wales,Cedar Party,-31.81214302,152.3919461
New South Wales,Charbon,-32.88649079,149.9705261
New South Wales,Chatswood,-33.79626149,151.1808041
New South Wales,Clear Range,-35.69977542,149.116151
New South Wales,Clyde (NSW),-33.83321133,151.0218435
New South Wales,Coalcliff,-34.24584046,150.9725488
New South Wales,Colo Vale,-34.38250091,150.4540456
New South Wales,Conargo,-35.24272545,145.1720276
New South Wales,Coolagolite,-36.43364164,149.9725899
New South Wales,Copeton,-29.88518279,150.9322334
New South Wales,Corlette,-32.72411753,152.1138509
New South Wales,Corndale (NSW),-28.70599804,153.3633436
New South Wales,Crawford River,-32.39125061,152.1078473
New South Wales,Dalswinton,-32.42265582,150.7074177
New South Wales,Dangar Island,-33.53904316,151.2391478
New South Wales,Deer Vale,-30.35062654,152.5357766
New South Wales,Doyalson North,-33.18479736,151.546605
New South Wales,Dundurrabin,-30.13810772,152.5190615
New South Wales,Dyraaba,-28.77145597,152.8488394
New South Wales,East Corrimal,-34.37711426,150.9122389
New South Wales,Exeter (NSW),-34.61473991,150.2874254
New South Wales,Fairfield West,-33.86887441,150.9249265
New South Wales,Fairlight,-33.79406013,151.2740522
New South Wales,Falbrook,-32.41907109,151.1325516
New South Wales,Fernances,-33.19332117,151.0111137
New South Wales,Fountaindale,-33.34770383,151.4010819
New South Wales,French Park,-35.25830981,146.9272644
New South Wales,Garthowen,-30.86739992,150.9024242
New South Wales,Gilmore (NSW),-35.40679381,148.181448
New South Wales,Girvan,-32.47379168,152.0654783
New South Wales,Gledswood Hills,-34.01197226,150.7812785
New South Wales,Gobbagombalin,-35.0635115,147.3107375
New South Wales,Grattai,-32.66787641,149.4952602
